Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,0.478,0.0,0.145,0.697,0.293,0.289,0.285,0.159,0.149,0.385,0.0,0.0,0.134,0.0,0.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,0.437,0.24,0.361,0.245,0.31,0.104,0.163,0.103,0.094,0.032,0.03,0.082,0.028,0.053,0.051413881748071974
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,0.642,0.761,0.383,0.38,0.227,0.133,0.126,0.22,0.127,0.16,0.04,0.07,0.072,0.069,0.036192544335866814
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,0.79,0.642,0.66,0.319,0.185,0.476,0.295,0.247,0.0,0.092,0.25,0.138,0.144,0.112,0.18143332325370426
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,0.058,0.357,0.229,0.108,0.415,0.105,0.051,0.154,0.0,0.0,0.0,0.0,0.137,0.0,0.0881057268722467
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,0.709,0.0,0.694,0.76,0.508,0.448,0.446,0.49,0.435,0.0,0.0,0.405,0.0,0.81,0.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,0.575,0.567,0.564,0.112,0.323,0.0,0.222,0.0,0.228,0.0,0.104,0.0,0.0,0.0,0.13736263736263737
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,0.25,0.316,0.111,0.203,0.049,0.144,0.046,0.136,0.085,0.08,0.114,0.086,0.093,0.094,0.13420245398773006
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,0.331,0.356,0.273,0.118,0.133,0.056,0.105,0.062,0.06,0.04,0.036,0.081,0.077,0.103,0.11229098010496766
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,0.96,0.885,0.669,0.304,0.344,0.064,0.174,0.143,0.123,0.08,0.07,0.168,0.164,0.244,0.25594329871536153
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,0.097,0.092,0.237,0.041,0.0,0.071,0.11,0.037,0.069,0.033,0.092,0.0,0.174,0.027,0.11672016340822876
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,0.57,0.764,0.278,0.135,0.198,0.087,0.087,0.022,0.04,0.074,0.018,0.119,0.066,0.159,0.06486135884546781
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,0.223,0.233,0.248,0.042,0.019,0.038,0.02,0.0,0.0,0.0,0.0,0.02,0.057,0.057,0.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,0.103,0.179,0.034,0.12,0.028,0.029,0.057,0.056,0.027,0.026,0.0,0.095,0.07,0.068,0.11486331265793705
1714219,Pop tumani,Папский район,Pop district,Поп тумани,0.101,0.223,0.21,0.184,0.13,0.128,0.28,0.091,0.064,0.061,0.019,0.055,0.07,0.085,0.05353319057815846
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,0.131,0.141,0.073,0.0,0.019,0.019,0.057,0.02,0.018,0.0,0.049,0.046,0.0,0.015,0.07480550568521843
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,0.047,0.202,0.239,0.061,0.071,0.0,0.057,0.083,0.096,0.017,0.034,0.015,0.031,0.047,0.04650441791970237
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,0.225,0.128,0.104,0.029,0.027,0.113,0.194,0.028,0.106,0.048,0.046,0.175,0.108,0.063,0.1483050847457627
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,0.15,0.247,0.17,0.074,0.093,0.024,0.071,0.024,0.0,0.0,0.041,0.02,0.019,0.018,0.07172314864622557
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,0.112,0.09,0.092,0.04,0.076,0.053,0.018,0.019,0.0,0.031,0.0,0.014,0.0,0.026,0.04054601973239627
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,0.027,0.052,0.135,0.048,0.177,0.067,0.044,0.023,0.041,0.019,0.0,0.033,0.016,0.033,0.03375527426160337
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,0.523,0.376,0.646,0.399,0.37,0.355,0.4,0.475,0.435,0.293,0.186,0.308,0.261,0.248,0.2877373382041222
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,0.766,0.631,1.077,0.581,0.611,0.522,0.483,0.869,0.987,0.49,0.525,1.03,0.53,0.541,0.43949144561293363
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,1.165,1.099,1.648,1.613,1.126,0.449,0.563,0.824,0.691,0.419,0.259,0.574,0.418,0.414,0.42987641053197206
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,0.672,0.178,0.465,0.154,0.118,0.368,0.356,0.359,0.309,0.286,0.163,0.196,0.253,0.228,0.19438444924406048
